provincia,delitos_de_mayor_incidencia,fecha,denuncias
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,2
NAPO,Robo de motos,2022-08-01,0
NAPO,Robo de carros,2022-08-01,0
NAPO,Robo a domicilio,2022-08-01,9
NAPO,Robo a unidades económicas,2022-08-01,2
PASTAZA,Robo a personas,2022-08-01,18
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,0
PASTAZA,Robo de motos,2022-08-01,1
PASTAZA,Robo de carros,2022-08-01,0
PASTAZA,Robo a domicilio,2022-08-01,8
PASTAZA,Robo a unidades económicas,2022-08-01,2
PICHINCHA,Robo a personas,2022-08-01,636
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,256
PICHINCHA,Robo de motos,2022-08-01,134
PICHINCHA,Robo de carros,2022-08-01,214
PICHINCHA,Robo a domicilio,2022-08-01,159
PICHINCHA,Robo a unidades económicas,2022-08-01,160
TUNGURAHUA,Robo a personas,2022-08-01,36
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,18
TUNGURAHUA,Robo de motos,2022-08-01,3
TUNGURAHUA,Robo de carros,2022-08-01,12
TUNGURAHUA,Robo a domicilio,2022-08-01,29
TUNGURAHUA,Robo a unidades económicas,2022-08-01,7
ZAMORA CHINCHIPE,Robo a personas,2022-08-01,1
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,1
ZAMORA CHINCHIPE,Robo de motos,2022-08-01,0
ZAMORA CHINCHIPE,Robo de carros,2022-08-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2022-08-01,2
ZAMORA CHINCHIPE,Robo a unidades económicas,2022-08-01,1
GALAPAGOS,Robo a personas,2022-08-01,1
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,0
GALAPAGOS,Robo de motos,2022-08-01,0
GALAPAGOS,Robo de carros,2022-08-01,0
GALAPAGOS,Robo a domicilio,2022-08-01,0
GALAPAGOS,Robo a unidades económicas,2022-08-01,0
SUCUMBIOS,Robo a personas,2022-08-01,25
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,5
SUCUMBIOS,Robo de motos,2022-08-01,24
SUCUMBIOS,Robo de carros,2022-08-01,6
SUCUMBIOS,Robo a domicilio,2022-08-01,12
SUCUMBIOS,Robo a unidades económicas,2022-08-01,4
ORELLANA,Robo a personas,2022-08-01,17
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,2
ORELLANA,Robo de motos,2022-08-01,5
ORELLANA,Robo de carros,2022-08-01,3
ORELLANA,Robo a domicilio,2022-08-01,16
ORELLANA,Robo a unidades económicas,2022-08-01,5
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2022-08-01,79
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,15
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2022-08-01,56
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2022-08-01,133
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2022-08-01,37
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2022-08-01,16
SANTA ELENA,Robo a personas,2022-08-01,81
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,10
SANTA ELENA,Robo de motos,2022-08-01,14
SANTA ELENA,Robo de carros,2022-08-01,7
SANTA ELENA,Robo a domicilio,2022-08-01,31
SANTA ELENA,Robo a unidades económicas,2022-08-01,7
NACIONAL,Robo a personas,2022-08-01,2806
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2022-08-01,687
NACIONAL,Robo de motos,2022-08-01,1380
NACIONAL,Robo de carros,2022-08-01,1046
NACIONAL,Robo a domicilio,2022-08-01,781
NACIONAL,Robo a unidades económicas,2022-08-01,440
AZUAY,Robo a personas,2022-09-01,64
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,64
AZUAY,Robo de motos,2022-09-01,30
AZUAY,Robo de carros,2022-09-01,10
AZUAY,Robo a domicilio,2022-09-01,38
AZUAY,Robo a unidades económicas,2022-09-01,21
BOLIVAR,Robo a personas,2022-09-01,8
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,2
BOLIVAR,Robo de motos,2022-09-01,0
BOLIVAR,Robo de carros,2022-09-01,3
BOLIVAR,Robo a domicilio,2022-09-01,4
BOLIVAR,Robo a unidades económicas,2022-09-01,1
CANAR,Robo a personas,2022-09-01,25
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,13
CANAR,Robo de motos,2022-09-01,11
CANAR,Robo de carros,2022-09-01,5
CANAR,Robo a domicilio,2022-09-01,13
CANAR,Robo a unidades económicas,2022-09-01,8
CARCHI,Robo a personas,2022-09-01,9
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,1
CARCHI,Robo de motos,2022-09-01,1
CARCHI,Robo de carros,2022-09-01,7
CARCHI,Robo a domicilio,2022-09-01,1
CARCHI,Robo a unidades económicas,2022-09-01,3
COTOPAXI,Robo a personas,2022-09-01,31
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,22
COTOPAXI,Robo de motos,2022-09-01,6
COTOPAXI,Robo de carros,2022-09-01,7
COTOPAXI,Robo a domicilio,2022-09-01,15
COTOPAXI,Robo a unidades económicas,2022-09-01,7
CHIMBORAZO,Robo a personas,2022-09-01,50
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,19
CHIMBORAZO,Robo de motos,2022-09-01,12
CHIMBORAZO,Robo de carros,2022-09-01,7
CHIMBORAZO,Robo a domicilio,2022-09-01,33
CHIMBORAZO,Robo a unidades económicas,2022-09-01,8
EL ORO,Robo a personas,2022-09-01,201
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,11
EL ORO,Robo de motos,2022-09-01,123
EL ORO,Robo de carros,2022-09-01,37
EL ORO,Robo a domicilio,2022-09-01,20
EL ORO,Robo a unidades económicas,2022-09-01,17
ESMERALDAS,Robo a personas,2022-09-01,99
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,3
ESMERALDAS,Robo de motos,2022-09-01,102
ESMERALDAS,Robo de carros,2022-09-01,5
ESMERALDAS,Robo a domicilio,2022-09-01,21
ESMERALDAS,Robo a unidades económicas,2022-09-01,16
GUAYAS,Robo a personas,2022-09-01,1010
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,234
GUAYAS,Robo de motos,2022-09-01,432
GUAYAS,Robo de carros,2022-09-01,437
GUAYAS,Robo a domicilio,2022-09-01,121
GUAYAS,Robo a unidades económicas,2022-09-01,90
IMBABURA,Robo a personas,2022-09-01,65
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,9
IMBABURA,Robo de motos,2022-09-01,11
IMBABURA,Robo de carros,2022-09-01,2
IMBABURA,Robo a domicilio,2022-09-01,13
IMBABURA,Robo a unidades económicas,2022-09-01,13
LOJA,Robo a personas,2022-09-01,32
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,5
LOJA,Robo de motos,2022-09-01,7
LOJA,Robo de carros,2022-09-01,4
LOJA,Robo a domicilio,2022-09-01,47
LOJA,Robo a unidades económicas,2022-09-01,6
LOS RIOS,Robo a personas,2022-09-01,156
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,5
LOS RIOS,Robo de motos,2022-09-01,245
LOS RIOS,Robo de carros,2022-09-01,127
LOS RIOS,Robo a domicilio,2022-09-01,30
LOS RIOS,Robo a unidades económicas,2022-09-01,17
MANABI,Robo a personas,2022-09-01,93
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,13
MANABI,Robo de motos,2022-09-01,96
MANABI,Robo de carros,2022-09-01,77
MANABI,Robo a domicilio,2022-09-01,55
MANABI,Robo a unidades económicas,2022-09-01,59
MORONA SANTIAGO,Robo a personas,2022-09-01,2
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,3
MORONA SANTIAGO,Robo de motos,2022-09-01,3
MORONA SANTIAGO,Robo de carros,2022-09-01,1
MORONA SANTIAGO,Robo a domicilio,2022-09-01,16
MORONA SANTIAGO,Robo a unidades económicas,2022-09-01,6
NAPO,Robo a personas,2022-09-01,17
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,1
NAPO,Robo de motos,2022-09-01,3
NAPO,Robo de carros,2022-09-01,1
NAPO,Robo a domicilio,2022-09-01,15
NAPO,Robo a unidades económicas,2022-09-01,5
PASTAZA,Robo a personas,2022-09-01,8
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,2
PASTAZA,Robo de motos,2022-09-01,1
PASTAZA,Robo de carros,2022-09-01,0
PASTAZA,Robo a domicilio,2022-09-01,11
PASTAZA,Robo a unidades económicas,2022-09-01,4
PICHINCHA,Robo a personas,2022-09-01,625
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,262
PICHINCHA,Robo de motos,2022-09-01,121
PICHINCHA,Robo de carros,2022-09-01,258
PICHINCHA,Robo a domicilio,2022-09-01,138
PICHINCHA,Robo a unidades económicas,2022-09-01,137
TUNGURAHUA,Robo a personas,2022-09-01,32
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,19
TUNGURAHUA,Robo de motos,2022-09-01,2
TUNGURAHUA,Robo de carros,2022-09-01,6
TUNGURAHUA,Robo a domicilio,2022-09-01,40
TUNGURAHUA,Robo a unidades económicas,2022-09-01,7
ZAMORA CHINCHIPE,Robo a personas,2022-09-01,4
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,1
ZAMORA CHINCHIPE,Robo de motos,2022-09-01,1
ZAMORA CHINCHIPE,Robo de carros,2022-09-01,0
ZAMORA CHINCHIPE,Robo a domicilio,2022-09-01,6
ZAMORA CHINCHIPE,Robo a unidades económicas,2022-09-01,0
GALAPAGOS,Robo a personas,2022-09-01,0
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,0
GALAPAGOS,Robo de motos,2022-09-01,0
GALAPAGOS,Robo de carros,2022-09-01,0
GALAPAGOS,Robo a domicilio,2022-09-01,0
GALAPAGOS,Robo a unidades económicas,2022-09-01,1
SUCUMBIOS,Robo a personas,2022-09-01,21
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,3
SUCUMBIOS,Robo de motos,2022-09-01,18
SUCUMBIOS,Robo de carros,2022-09-01,1
SUCUMBIOS,Robo a domicilio,2022-09-01,16
SUCUMBIOS,Robo a unidades económicas,2022-09-01,4
ORELLANA,Robo a personas,2022-09-01,21
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,3
ORELLANA,Robo de motos,2022-09-01,6
ORELLANA,Robo de carros,2022-09-01,5
ORELLANA,Robo a domicilio,2022-09-01,13
ORELLANA,Robo a unidades económicas,2022-09-01,4
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2022-09-01,73
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2022-09-01,84
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2022-09-01,108
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2022-09-01,34
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2022-09-01,23
SANTA ELENA,Robo a personas,2022-09-01,82
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,11
SANTA ELENA,Robo de motos,2022-09-01,12
SANTA ELENA,Robo de carros,2022-09-01,9
SANTA ELENA,Robo a domicilio,2022-09-01,23
SANTA ELENA,Robo a unidades económicas,2022-09-01,11
NACIONAL,Robo a personas,2022-09-01,2728
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2022-09-01,715
NACIONAL,Robo de motos,2022-09-01,1327
NACIONAL,Robo de carros,2022-09-01,1117
NACIONAL,Robo a domicilio,2022-09-01,723
NACIONAL,Robo a unidades económicas,2022-09-01,468
AZUAY,Robo a personas,2022-10-01,70
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,58
AZUAY,Robo de motos,2022-10-01,23
AZUAY,Robo de carros,2022-10-01,11
AZUAY,Robo a domicilio,2022-10-01,38
AZUAY,Robo a unidades económicas,2022-10-01,23
BOLIVAR,Robo a personas,2022-10-01,5
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,2
BOLIVAR,Robo de motos,2022-10-01,9
BOLIVAR,Robo de carros,2022-10-01,5
BOLIVAR,Robo a domicilio,2022-10-01,3
BOLIVAR,Robo a unidades económicas,2022-10-01,0
CANAR,Robo a personas,2022-10-01,19
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,12
CANAR,Robo de motos,2022-10-01,11
CANAR,Robo de carros,2022-10-01,5
CANAR,Robo a domicilio,2022-10-01,18
CANAR,Robo a unidades económicas,2022-10-01,10
CARCHI,Robo a personas,2022-10-01,9
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,6
CARCHI,Robo de motos,2022-10-01,0
CARCHI,Robo de carros,2022-10-01,6
CARCHI,Robo a domicilio,2022-10-01,5
CARCHI,Robo a unidades económicas,2022-10-01,0
COTOPAXI,Robo a personas,2022-10-01,32
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,22
COTOPAXI,Robo de motos,2022-10-01,9
COTOPAXI,Robo de carros,2022-10-01,12
COTOPAXI,Robo a domicilio,2022-10-01,16
COTOPAXI,Robo a unidades económicas,2022-10-01,11
CHIMBORAZO,Robo a personas,2022-10-01,64
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,25
CHIMBORAZO,Robo de motos,2022-10-01,5
CHIMBORAZO,Robo de carros,2022-10-01,7
CHIMBORAZO,Robo a domicilio,2022-10-01,20
CHIMBORAZO,Robo a unidades económicas,2022-10-01,10
EL ORO,Robo a personas,2022-10-01,135
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,6
EL ORO,Robo de motos,2022-10-01,100
EL ORO,Robo de carros,2022-10-01,41
EL ORO,Robo a domicilio,2022-10-01,33
EL ORO,Robo a unidades económicas,2022-10-01,23
ESMERALDAS,Robo a personas,2022-10-01,66
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,4
ESMERALDAS,Robo de motos,2022-10-01,77
ESMERALDAS,Robo de carros,2022-10-01,5
ESMERALDAS,Robo a domicilio,2022-10-01,39
ESMERALDAS,Robo a unidades económicas,2022-10-01,15
GUAYAS,Robo a personas,2022-10-01,1033
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,281
GUAYAS,Robo de motos,2022-10-01,405
GUAYAS,Robo de carros,2022-10-01,439
GUAYAS,Robo a domicilio,2022-10-01,153
GUAYAS,Robo a unidades económicas,2022-10-01,88
IMBABURA,Robo a personas,2022-10-01,63
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,19
IMBABURA,Robo de motos,2022-10-01,6
IMBABURA,Robo de carros,2022-10-01,7
IMBABURA,Robo a domicilio,2022-10-01,22
IMBABURA,Robo a unidades económicas,2022-10-01,10
LOJA,Robo a personas,2022-10-01,40
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,10
LOJA,Robo de motos,2022-10-01,12
LOJA,Robo de carros,2022-10-01,3
LOJA,Robo a domicilio,2022-10-01,31
LOJA,Robo a unidades económicas,2022-10-01,9
LOS RIOS,Robo a personas,2022-10-01,147
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,9
LOS RIOS,Robo de motos,2022-10-01,292
LOS RIOS,Robo de carros,2022-10-01,132
LOS RIOS,Robo a domicilio,2022-10-01,22
LOS RIOS,Robo a unidades económicas,2022-10-01,19
MANABI,Robo a personas,2022-10-01,93
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,12
MANABI,Robo de motos,2022-10-01,112
MANABI,Robo de carros,2022-10-01,72
MANABI,Robo a domicilio,2022-10-01,50
MANABI,Robo a unidades económicas,2022-10-01,52
MORONA SANTIAGO,Robo a personas,2022-10-01,5
MORONA SANTIAGO,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,0
MORONA SANTIAGO,Robo de motos,2022-10-01,0
MORONA SANTIAGO,Robo de carros,2022-10-01,0
MORONA SANTIAGO,Robo a domicilio,2022-10-01,12
MORONA SANTIAGO,Robo a unidades económicas,2022-10-01,7
NAPO,Robo a personas,2022-10-01,7
NAPO,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,1
NAPO,Robo de motos,2022-10-01,2
NAPO,Robo de carros,2022-10-01,3
NAPO,Robo a domicilio,2022-10-01,16
NAPO,Robo a unidades económicas,2022-10-01,3
PASTAZA,Robo a personas,2022-10-01,8
PASTAZA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,0
PASTAZA,Robo de motos,2022-10-01,1
PASTAZA,Robo de carros,2022-10-01,0
PASTAZA,Robo a domicilio,2022-10-01,9
PASTAZA,Robo a unidades económicas,2022-10-01,1
PICHINCHA,Robo a personas,2022-10-01,624
PICHINCHA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,303
PICHINCHA,Robo de motos,2022-10-01,104
PICHINCHA,Robo de carros,2022-10-01,250
PICHINCHA,Robo a domicilio,2022-10-01,147
PICHINCHA,Robo a unidades económicas,2022-10-01,143
TUNGURAHUA,Robo a personas,2022-10-01,40
TUNGURAHUA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,23
TUNGURAHUA,Robo de motos,2022-10-01,4
TUNGURAHUA,Robo de carros,2022-10-01,7
TUNGURAHUA,Robo a domicilio,2022-10-01,24
TUNGURAHUA,Robo a unidades económicas,2022-10-01,6
ZAMORA CHINCHIPE,Robo a personas,2022-10-01,2
ZAMORA CHINCHIPE,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,1
ZAMORA CHINCHIPE,Robo de motos,2022-10-01,1
ZAMORA CHINCHIPE,Robo de carros,2022-10-01,1
ZAMORA CHINCHIPE,Robo a domicilio,2022-10-01,2
ZAMORA CHINCHIPE,Robo a unidades económicas,2022-10-01,2
GALAPAGOS,Robo a personas,2022-10-01,2
GALAPAGOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,0
GALAPAGOS,Robo de motos,2022-10-01,0
GALAPAGOS,Robo de carros,2022-10-01,0
GALAPAGOS,Robo a domicilio,2022-10-01,0
GALAPAGOS,Robo a unidades económicas,2022-10-01,0
SUCUMBIOS,Robo a personas,2022-10-01,20
SUCUMBIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,2
SUCUMBIOS,Robo de motos,2022-10-01,20
SUCUMBIOS,Robo de carros,2022-10-01,2
SUCUMBIOS,Robo a domicilio,2022-10-01,15
SUCUMBIOS,Robo a unidades económicas,2022-10-01,2
ORELLANA,Robo a personas,2022-10-01,20
ORELLANA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,4
ORELLANA,Robo de motos,2022-10-01,9
ORELLANA,Robo de carros,2022-10-01,2
ORELLANA,Robo a domicilio,2022-10-01,16
ORELLANA,Robo a unidades económicas,2022-10-01,1
SANTO DOMINGO DE LOS TSACHILAS,Robo a personas,2022-10-01,53
SANTO DOMINGO DE LOS TSACHILAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,9
SANTO DOMINGO DE LOS TSACHILAS,Robo de motos,2022-10-01,81
SANTO DOMINGO DE LOS TSACHILAS,Robo de carros,2022-10-01,109
SANTO DOMINGO DE LOS TSACHILAS,Robo a domicilio,2022-10-01,23
SANTO DOMINGO DE LOS TSACHILAS,Robo a unidades económicas,2022-10-01,18
SANTA ELENA,Robo a personas,2022-10-01,75
SANTA ELENA,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,8
SANTA ELENA,Robo de motos,2022-10-01,17
SANTA ELENA,Robo de carros,2022-10-01,11
SANTA ELENA,Robo a domicilio,2022-10-01,19
SANTA ELENA,Robo a unidades económicas,2022-10-01,13
NACIONAL,Robo a personas,2022-10-01,2632
NACIONAL,"Robo de bienes, accesorios y autopartes de vehículos",2022-10-01,817
NACIONAL,Robo de motos,2022-10-01,1300
NACIONAL,Robo de carros,2022-10-01,1130
NACIONAL,Robo a domicilio,2022-10-01,733
NACIONAL,Robo a unidades económicas,2022-10-01,466
AZUAY,Robo a personas,2022-11-01,68
AZUAY,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,44
AZUAY,Robo de motos,2022-11-01,21
AZUAY,Robo de carros,2022-11-01,15
AZUAY,Robo a domicilio,2022-11-01,35
AZUAY,Robo a unidades económicas,2022-11-01,14
BOLIVAR,Robo a personas,2022-11-01,5
BOLIVAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,0
BOLIVAR,Robo de motos,2022-11-01,2
BOLIVAR,Robo de carros,2022-11-01,2
BOLIVAR,Robo a domicilio,2022-11-01,4
BOLIVAR,Robo a unidades económicas,2022-11-01,3
CANAR,Robo a personas,2022-11-01,30
CANAR,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,2
CANAR,Robo de motos,2022-11-01,6
CANAR,Robo de carros,2022-11-01,6
CANAR,Robo a domicilio,2022-11-01,11
CANAR,Robo a unidades económicas,2022-11-01,11
CARCHI,Robo a personas,2022-11-01,7
CARCHI,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,11
CARCHI,Robo de motos,2022-11-01,0
CARCHI,Robo de carros,2022-11-01,10
CARCHI,Robo a domicilio,2022-11-01,3
CARCHI,Robo a unidades económicas,2022-11-01,1
COTOPAXI,Robo a personas,2022-11-01,37
COTOPAXI,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,16
COTOPAXI,Robo de motos,2022-11-01,7
COTOPAXI,Robo de carros,2022-11-01,8
COTOPAXI,Robo a domicilio,2022-11-01,17
COTOPAXI,Robo a unidades económicas,2022-11-01,2
CHIMBORAZO,Robo a personas,2022-11-01,56
CHIMBORAZO,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,23
CHIMBORAZO,Robo de motos,2022-11-01,7
CHIMBORAZO,Robo de carros,2022-11-01,6
CHIMBORAZO,Robo a domicilio,2022-11-01,22
CHIMBORAZO,Robo a unidades económicas,2022-11-01,12
EL ORO,Robo a personas,2022-11-01,131
EL ORO,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,15
EL ORO,Robo de motos,2022-11-01,84
EL ORO,Robo de carros,2022-11-01,38
EL ORO,Robo a domicilio,2022-11-01,39
EL ORO,Robo a unidades económicas,2022-11-01,31
ESMERALDAS,Robo a personas,2022-11-01,66
ESMERALDAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,2
ESMERALDAS,Robo de motos,2022-11-01,100
ESMERALDAS,Robo de carros,2022-11-01,11
ESMERALDAS,Robo a domicilio,2022-11-01,21
ESMERALDAS,Robo a unidades económicas,2022-11-01,6
GUAYAS,Robo a personas,2022-11-01,1085
GUAYAS,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,246
GUAYAS,Robo de motos,2022-11-01,459
GUAYAS,Robo de carros,2022-11-01,507
GUAYAS,Robo a domicilio,2022-11-01,136
GUAYAS,Robo a unidades económicas,2022-11-01,87
IMBABURA,Robo a personas,2022-11-01,61
IMBABURA,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,18
IMBABURA,Robo de motos,2022-11-01,15
IMBABURA,Robo de carros,2022-11-01,9
IMBABURA,Robo a domicilio,2022-11-01,15
IMBABURA,Robo a unidades económicas,2022-11-01,15
LOJA,Robo a personas,2022-11-01,38
LOJA,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,9
LOJA,Robo de motos,2022-11-01,3
LOJA,Robo de carros,2022-11-01,7
LOJA,Robo a domicilio,2022-11-01,17
LOJA,Robo a unidades económicas,2022-11-01,8
LOS RIOS,Robo a personas,2022-11-01,144
LOS RIOS,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,8
LOS RIOS,Robo de motos,2022-11-01,269
LOS RIOS,Robo de carros,2022-11-01,135
LOS RIOS,Robo a domicilio,2022-11-01,28
LOS RIOS,Robo a unidades económicas,2022-11-01,21
MANABI,Robo a personas,2022-11-01,90
MANABI,"Robo de bienes, accesorios y autopartes de vehículos",2022-11-01,12
MANABI,Robo de motos,2022-11-01,104
MANABI,Robo de carros,2022-11-01,73
MANABI,Robo a domicilio,2022-11-01,54
MANABI,Robo a unidades económicas,2022-11-01,46
MORONA SANTIAGO,Robo a personas,2022-11-01,2
